Entity,Code,Year,Dementia,Cardiovascular diseases,Kidney disease,Respiratory disease,Liver disease,"Diabetes, blood and endocrine disease",Digestive disease,Hepatitis,Cancers,Parkinson's disease,Fire,Malaria,Drowning,Homicide,HIV/AIDS,Drug disorder,Tuberculosis,Road incidents,Maternal deaths,Neonatal deaths,Alcohol disorder,Natural disasters,Diarrheal diseases,Heat-related deaths (hot or cold exposure),Nutritional deficiencies,Suicide,Execution,Meningitis (deaths),Lower respiratory infections (deaths),Intestinal infectious diseases (deaths),Protein-energy malnutrition (deaths),Conflict (deaths),Terrorism (deaths)
Andean Latin America,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.5456896701037,27878.949582331315,11.3227443496,2196.597771476017,,
Andean Latin America,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0311796767379,28273.0851928693,11.4195316105,2115.4301510472983,,
Andean Latin America,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0702212613058,28031.33489023992,11.4271566146,1974.9751252669962,,
Andean Latin America,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.441180877706,27898.6537810238,11.4660286014,1878.7611925703466,,
Andean Latin America,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.743586677088,27614.642349887054,11.4735775975,1795.7747067084447,,
Andean Latin America,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4369681447268,26908.84372044251,11.4909594488,1741.6672716743572,,
Andean Latin America,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.7028460889154,26400.706868764653,11.5256567578,1715.4702813125098,,
Andean Latin America,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.211765459507,26697.757201250057,11.5673216215,1730.8223575406632,,
Andean Latin America,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.2732321638779,27147.025547362577,,1759.38121222852,,
Andorra,AND,1990,35,152,3,19,5,12,10,0,104,3,1,0,0,0,2,1,0,5,0,1,1,0,0,0,0,5,,0.3717218235155009,12.157191735724485,0.0022022114162,0.035424762625712966,,
Andorra,AND,1991,39,163,4,21,6,13,11,0,112,3,1,0,0,1,2,1,0,5,0,1,1,0,0,0,0,6,,0.38563733719178933,13.322658502858651,0.00236965157987,0.038587284811185174,,
Andorra,AND,1992,42,173,4,22,6,14,12,0,119,3,1,0,1,1,3,1,0,5,0,1,1,0,1,0,0,6,,0.40267303233343904,14.534572270725773,0.00250177483774,0.041948592019883275,,
Andorra,AND,1993,45,180,4,23,6,15,12,0,126,3,1,0,0,1,3,1,0,5,0,1,1,0,1,0,0,6,,0.40273447412381713,15.83768532217541,0.00260528584512,0.045997725700556207,,
Andorra,AND,1994,48,183,4,24,7,16,13,0,129,4,1,0,0,1,3,1,0,5,0,1,1,0,1,0,0,6,,0.39566872265258135,17.0435991484135,0.00267030198065,0.04936903934904911,,
Andorra,AND,1995,49,177,4,23,7,15,13,0,127,4,1,0,0,1,3,1,0,5,0,1,1,0,1,0,0,6,,0.3861656578005563,17.645708991485865,0.00260762435836,0.05143852532313347,,
Andorra,AND,1996,50,171,4,23,7,15,12,0,126,4,1,0,0,1,3,1,0,4,0,1,1,0,1,0,0,6,,0.3780191163715219,18.27796567530211,0.00254502092259,0.054201125113511585,,
Andorra,AND,1997,50,167,4,23,7,15,12,0,127,4,1,0,0,1,3,1,0,4,0,1,1,0,1,0,0,6,,0.36750414595500275,18.873417175891902,0.00253015673158,0.05708755958747657,,
Andorra,AND,1998,51,162,4,23,7,15,12,0,127,4,1,0,0,0,3,1,0,4,0,1,1,0,1,0,0,6,,0.3564632926263634,19.46741831759056,0.00250983735151,0.0595055088661228,,
Andorra,AND,1999,51,157,4,23,7,14,12,0,127,4,1,0,0,0,3,1,0,4,0,1,1,0,1,0,0,6,,0.31182286296287826,20.045592524772935,0.00247591877565,0.06284862399705299,,
Andorra,AND,2000,52,153,4,23,7,14,12,0,127,4,1,0,0,0,2,1,0,4,0,1,1,0,1,0,0,6,,0.30112850035735506,20.557964234304052,0.00247716354667,0.06694092153577086,,
Andorra,AND,2001,53,152,4,23,7,15,12,0,127,4,1,0,0,0,2,1,0,4,0,1,1,0,1,0,0,6,,0.2900342911305721,21.029276917751922,0.00245625542351,0.07079386555017803,,
Andorra,AND,2002,55,151,4,24,7,15,12,0,128,4,1,0,0,0,1,1,0,4,0,0,1,0,1,0,0,6,,0.27998261044144074,21.85750417440591,0.00245525134383,0.07585200124603268,,
Andorra,AND,2003,59,158,4,25,7,16,13,0,135,5,1,0,0,0,1,1,0,4,0,1,1,0,1,0,0,6,,0.290542005252852,22.67611410299187,0.00255941255999,0.08118630920783362,,
Andorra,AND,2004,65,172,5,28,7,17,14,0,147,5,1,0,0,0,1,2,0,4,0,1,1,0,1,0,0,7,,0.3009515414535376,23.669669248614955,0.00278306629395,0.08737760063007732,,
Andorra,AND,2005,69,178,5,29,8,18,15,0,153,5,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,7,,0.30265872527771726,24.087436779987602,0.0029034563549,0.09093468143016692,,
Andorra,AND,2006,72,184,5,31,8,19,15,0,159,6,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,7,,0.303915059611441,24.630664208563786,0.00298676427832,0.09533113142028188,,
Andorra,AND,2007,76,191,6,32,8,20,16,0,166,6,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,7,,0.3076140578369672,25.77567541323327,0.00312165977618,0.10124866185972695,,
Andorra,AND,2008,80,198,6,34,8,21,16,0,171,6,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.30846753263173254,26.87853486553159,0.00319043811401,0.1070078738338916,,
Andorra,AND,2009,83,206,6,35,8,22,17,0,177,7,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.30622558091095,28.08047307861304,0.00329820221094,0.11320532230936142,,
Andorra,AND,2010,86,211,7,36,9,23,17,0,182,7,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.30174115256396755,28.733604642999556,0.00337570145637,0.11743423696345262,,
Andorra,AND,2011,89,216,7,37,9,24,18,0,186,7,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.2784684559594318,27.525341315978764,0.00342164594963,0.11324244007052191,,
Andorra,AND,2012,91,222,7,38,9,24,18,0,190,7,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.2682444197726057,27.694918947031574,0.00351700240093,0.11481547736059079,,
Andorra,AND,2013,94,227,7,39,9,25,19,0,193,7,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.26130851578987585,28.256234772138622,0.00356403759359,0.1184863963976733,,
Andorra,AND,2014,96,233,8,41,9,26,19,0,197,8,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.2566783226681992,28.913449037555427,0.0036466692051,0.12269677533864709,,
Andorra,AND,2015,99,238,8,42,9,27,20,0,201,8,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.2513641335462379,29.556496145923457,0.00370715507811,0.12682116236872848,,
Andorra,AND,2016,99,238,8,42,9,27,20,0,201,8,1,0,0,1,1,2,0,4,0,1,1,0,1,0,0,8,,0.25294710994949027,30.006232164992674,0.00374109950678,0.12984984828412324,,
Andorra,AND,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25689135518930434,30.9800683149314,,0.13549101862177856,,
Angola,AGO,1990,620,13522,528,2334,2050,2225,2638,372,5146,25,768,2784,1926,527,851,70,15769,3830,2019,12603,124,0,43679,114,6715,645,,4384.865039724676,22507.71880676526,280.061533523,14057.686042131914,2489,147
Angola,AGO,1991,640,13728,535,2362,2076,2260,2671,374,5233,26,774,2903,1940,532,1095,71,15771,3843,2040,12913,125,0,43811,115,6760,653,,4656.170050628797,23054.00615451977,282.22546961,14443.788378569645,460,69
Angola,AGO,1992,661,13975,544,2396,2114,2304,2713,379,5348,27,778,3010,1921,543,1397,73,15783,3865,2073,13167,127,0,43674,117,6766,667,,4819.792411039118,23428.84322227219,285.9051035,14721.401033424867,2233,97
Angola,AGO,1993,689,14623,570,2492,2212,2408,2819,392,5599,29,789,3204,1954,569,1750,77,16159,3970,2213,13414,132,0,44459,120,6837,700,,5114.870854796317,23956.521668443293,297.204675766,15114.590514402207,,
Angola,AGO,1994,717,15361,599,2600,2323,2526,2934,407,5882,30,802,3410,1977,598,2146,81,16547,4085,2368,13621,137,0,45384,124,6879,735,,5154.4640776286005,24436.646123240578,314.78482666,15516.336234029113,4057,108
Angola,AGO,1995,743,15924,619,2674,2401,2610,3006,414,6072,31,805,3653,1968,608,2592,83,16650,4100,2410,13824,140,0,45741,126,6860,756,,4842.750836744122,24698.304092575978,307.344643061,15841.529752458262,165,52
Angola,AGO,1996,765,16148,620,2670,2394,2620,2992,401,6095,32,794,3879,1909,582,3075,80,16121,3943,2325,13970,137,0,45292,122,6756,738,,4849.286996828728,24760.768591105894,293.434824088,15108.542401421617,110,18
Angola,AGO,1997,790,16166,621,2657,2402,2651,3005,401,6143,33,805,4262,1972,582,3607,80,15490,3958,2278,14291,136,0,45588,122,6787,738,,4907.947410213197,24815.21902401414,299.012931895,14429.0365711138,64,34
Angola,AGO,1998,827,16948,670,2777,2594,2864,3221,438,6592,35,871,4994,2171,667,4188,92,16345,4453,2614,14607,148,0,46432,134,7055,816,,5273.032654090815,25163.509126355104,338.06080816,13962.776546831134,871,275
Angola,AGO,1999,854,17010,674,2772,2599,2911,3228,435,6638,36,886,5675,2240,660,4826,85,15786,4427,2550,15121,140,0,45496,134,7114,809,,5160.136574486704,25086.91611092361,337.51458287,13418.377057622483,2457,299
Angola,AGO,2000,880,17164,687,2779,2640,2983,3261,437,6745,37,904,6254,2285,672,5517,81,15562,4488,2584,15764,136,57,45061,135,7888,819,,5331.8312209883225,25037.030956218437,340.451037213,12906.63842971407,1069,178
Angola,AGO,2001,915,17430,706,2811,2722,3089,3305,440,6941,39,913,7330,2350,694,6242,81,14890,4580,2627,16291,135,50,44764,135,8928,842,,5556.821012675644,24665.002174019428,342.395598562,12493.036085066678,1354,846
Angola,AGO,2002,957,17677,727,2848,2802,3214,3362,442,7158,42,944,8870,2462,719,7018,81,14678,4706,2622,16771,136,0,40691,136,8043,863,,5348.105939836352,24301.128164136015,356.385075166,11943.002543923541,513,59
Angola,AGO,2003,1013,18353,768,2942,2969,3415,3477,455,7537,44,977,9974,2564,766,7830,84,14632,4943,2685,17150,141,0,36884,139,7474,916,,5150.069675683953,23868.143648802365,371.579205988,11387.552929162819,,
Angola,AGO,2004,1065,18863,810,3039,3119,3660,3608,474,7906,47,1130,12140,2908,818,8655,87,14566,5372,2738,17539,145,28,36180,144,8228,957,,5390.639339353183,24618.24328256846,407.188335484,11690.169886402975,,
Angola,AGO,2005,1116,19161,834,3068,3226,3793,3644,472,8174,50,1074,13043,2944,845,9451,88,14345,5499,2718,17790,149,0,32649,144,8331,980,,5298.384952762392,23975.74375872904,419.103700628,11121.371613070614,,
Angola,AGO,2006,1171,19481,862,3095,3341,3942,3682,471,8469,53,1072,12896,3005,876,10027,91,13898,5646,2694,17973,152,0,32353,142,8454,1008,,4861.80022212692,23182.950021146604,422.008847008,10452.136874703754,,
Angola,AGO,2007,1220,19646,883,3108,3430,4078,3717,469,8711,55,1100,12242,3106,904,10300,93,13746,5853,2654,18213,155,109,27452,144,8680,1038,,4722.4079981412215,22421.513756349137,435.343619897,9811.001324498857,,
Angola,AGO,2008,1280,19921,908,3131,3545,4222,3756,467,9003,58,1111,10738,3147,933,10625,96,13372,6012,2609,18478,159,0,25144,142,8722,1059,,4554.480379653421,21435.351178401652,437.861922196,9079.315076981302,,
Angola,AGO,2009,1337,20132,929,3151,3645,4336,3782,462,9262,61,1109,9166,3121,958,10891,100,13153,5990,2572,18727,163,62,23455,140,8592,1079,,4325.00241193856,20203.770620811607,430.864154191,8176.681730802467,24,2
Angola,AGO,2010,1393,20317,949,3164,3732,4451,3816,456,9516,65,1122,8246,3094,978,11143,103,13025,6046,2516,18779,167,0,22326,144,8552,1103,,4195.413303426332,19451.899425755295,429.345654696,7629.775196638985,0,4
Angola,AGO,2011,1450,20501,963,3161,3761,4500,3815,445,9764,68,1090,7504,2946,990,11421,106,12746,5946,2444,18385,171,135,21022,140,8102,1122,,4009.676208550886,18432.266719019965,414.578878157,6927.25988249936,,
Angola,AGO,2012,1508,20749,980,3174,3805,4564,3829,437,10052,71,1068,7332,2814,1009,11764,110,12529,5810,2363,17866,176,0,19951,137,7670,1141,,3877.61881501805,17639.35868342939,410.720124634,6387.832620206327,,
Angola,AGO,2013,1566,21031,994,3184,3858,4613,3832,429,10360,75,1025,7858,2584,1027,11798,115,12148,5687,2271,17359,182,0,18709,134,7157,1168,,3732.2724679606317,16747.985826827786,391.505306649,5830.680434963215,,
Angola,AGO,2014,1625,21342,1011,3202,3918,4685,3855,424,10689,79,996,7796,2440,1050,11232,120,11863,5619,2187,16919,188,0,16894,131,6735,1199,,3551.893727014719,15839.938123481132,379.076200095,5346.756986146696,,
Angola,AGO,2015,1686,21714,1033,3247,3993,4786,3895,425,11063,82,981,7856,2356,1083,10707,126,11613,5508,2120,16562,195,72,16060,131,6517,1224,,3488.0154803672754,15444.559840944505,374.902994208,5044.5947687171,,
Angola,AGO,2016,1795,22206,1049,3295,4033,4859,3918,419,11395,88,947,7722,2201,1086,10199,130,11191,5324,2040,15927,200,56,15211,128,6171,1234,,3336.3051062864965,14888.143756349808,349.493755374,4680.469039342497,31,0
Angola,AGO,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,3231.569614673386,14508.404991863174,,4432.241559354399,,7
Antigua and Barbuda,ATG,1990,12,169,14,9,9,51,8,0,71,1,2,0,4,2,3,0,1,5,0,8,4,0,2,0,4,1,,1.86258088500415,18.95531937546815,0.00618100762103,2.79675366939807,,
Antigua and Barbuda,ATG,1991,13,166,14,9,8,52,8,0,72,1,2,0,4,2,3,0,1,5,0,8,4,0,2,0,4,1,,1.6857934629077438,19.308197918445696,0.00620198315981,2.799881366770172,,
Antigua and Barbuda,ATG,1992,13,166,14,9,8,52,8,0,73,1,2,0,3,2,5,0,1,5,0,8,4,0,2,0,4,1,,1.625777698512739,20.127700940313005,0.00623880913709,2.7811046938780373,0,0
Antigua and Barbuda,ATG,1993,14,165,15,9,8,54,8,0,73,1,2,0,3,2,6,0,1,5,0,9,4,0,2,0,4,1,,1.5690758428766687,21.093113623816354,0.00630970466395,2.706351041937323,,
Antigua and Barbuda,ATG,1994,15,165,15,9,8,55,8,0,75,1,2,0,3,3,8,0,1,5,0,9,4,0,2,0,4,1,,1.5637756335505764,21.894354432408193,0.0064196931784,2.6955385135112406,,
Antigua and Barbuda,ATG,1995,15,169,15,9,9,57,8,0,77,1,2,0,3,3,8,1,1,5,0,10,4,0,2,0,4,1,,1.5838193600286505,22.286977376197033,0.00652816186384,2.625724196927369,,
Antigua and Barbuda,ATG,1996,16,168,15,9,9,59,8,0,79,1,2,0,3,3,9,1,1,5,0,10,4,0,2,0,4,1,,1.6162452737791666,23.11821729530679,0.00667272807761,2.5966049325930824,,
Antigua and Barbuda,ATG,1997,16,166,15,9,9,59,7,0,79,1,2,0,3,3,7,1,1,5,1,10,4,0,2,0,3,1,,1.6440329378534164,24.187530096346553,0.00679120785387,2.5003111549991,,
Antigua and Barbuda,ATG,1998,17,162,16,9,9,60,7,0,79,2,2,0,3,3,7,1,1,6,1,11,4,0,2,0,3,2,,1.6190132797498356,24.553003966732692,0.00688079964054,2.3757318139845527,,
Antigua and Barbuda,ATG,1999,17,160,17,9,9,62,7,0,80,2,2,0,3,3,12,1,1,6,1,11,4,0,2,0,3,2,,1.6115442096529855,25.607901183219834,0.00697157029125,2.3095236102077608,,
Antigua and Barbuda,ATG,2000,18,158,18,9,9,65,7,0,83,2,2,0,3,3,19,1,1,6,0,11,4,0,2,0,3,2,,1.3906901648942267,26.437759255926345,0.00700076505275,2.3162143507555593,,
Antigua and Barbuda,ATG,2001,18,158,18,9,9,66,8,0,83,2,2,0,4,4,16,1,1,6,0,11,3,0,2,0,3,2,,1.3276661965259653,27.46609548475029,0.00703880431402,2.266268316146987,,
Antigua and Barbuda,ATG,2002,19,159,18,9,10,67,8,0,85,2,2,0,4,4,15,1,1,7,1,10,3,0,2,0,3,2,,1.262836206207087,27.504964116563045,0.00708536562312,2.2358657021617905,,
Antigua and Barbuda,ATG,2003,20,161,18,9,10,68,8,0,86,2,2,0,4,4,13,1,1,7,0,10,4,0,1,0,3,2,,1.2145712547210172,27.71465474420266,0.00713244766961,2.187252261672895,,
Antigua and Barbuda,ATG,2004,20,160,18,9,10,69,8,0,86,2,2,0,4,4,13,1,1,7,1,10,4,0,1,0,3,2,,1.2049506590363739,27.62214211024608,0.00716788606828,2.1580670499647923,,
Antigua and Barbuda,ATG,2005,20,160,18,9,10,69,8,0,86,2,2,0,4,4,10,1,1,7,1,9,4,0,1,0,3,2,,1.1666904599084194,28.00655772567187,0.00722879197244,2.0746744732283213,,
Antigua and Barbuda,ATG,2006,20,160,19,9,10,71,8,0,86,2,2,0,4,5,12,1,1,7,1,8,4,0,1,0,3,2,,1.131360469974593,28.11955524402682,0.0071759951015,1.9726355411308243,,
Antigua and Barbuda,ATG,2007,21,157,19,9,10,70,8,0,86,2,2,0,4,5,10,1,1,7,1,8,4,0,1,0,3,2,,1.0799398919842436,28.071221316922223,0.00716018200238,1.9388156358525914,,
Antigua and Barbuda,ATG,2008,21,156,19,8,10,69,8,0,87,2,2,0,4,5,9,1,1,7,1,7,4,0,1,0,2,2,,1.0468773280613557,28.516413010411018,0.0071564332159,1.927067646184472,,
Antigua and Barbuda,ATG,2009,21,155,19,8,10,69,8,0,87,2,2,0,4,5,8,1,1,8,1,7,4,0,1,0,2,2,,1.0373960701197502,28.635796617440782,0.00711106287833,1.89618104980877,,
Antigua and Barbuda,ATG,2010,21,157,19,8,10,71,8,0,90,2,2,0,4,5,9,1,1,7,0,7,4,0,1,0,2,2,,1.0400935379954817,29.052223702546225,0.00712090390516,1.937118460328018,,
Antigua and Barbuda,ATG,2011,20,158,20,8,11,71,8,0,92,2,2,0,4,5,9,1,1,7,1,7,4,0,1,0,2,2,,1.0345960518867592,29.462525394698513,0.00719566265382,1.9472749865711434,,
Antigua and Barbuda,ATG,2012,20,158,21,8,11,72,8,0,94,2,2,0,5,5,9,1,1,7,1,6,4,0,1,0,2,2,,1.0377514984030711,29.845041000595884,0.00728439913749,1.9121040490461654,,
Antigua and Barbuda,ATG,2013,20,158,20,8,11,72,8,0,95,2,2,0,4,5,8,1,0,7,0,6,4,0,1,0,2,2,,0.9961186146215433,30.379767923335685,0.00736595309739,1.964947940867515,,
Antigua and Barbuda,ATG,2014,20,164,21,8,11,74,8,0,99,2,2,0,4,5,10,1,0,8,1,6,4,0,1,0,2,2,,0.9406685684669519,31.149494597216115,0.00748500051972,2.2038371890676176,,
Antigua and Barbuda,ATG,2015,20,165,21,8,12,76,8,0,100,2,2,0,4,5,9,1,0,8,0,6,4,0,1,0,2,2,,0.9186832649017821,31.934106253364714,0.00757706143245,2.257400535375406,,
Antigua and Barbuda,ATG,2016,21,169,22,9,12,78,9,0,103,2,2,0,4,5,8,1,0,8,0,6,4,0,1,0,2,2,,0.9412604123300686,32.10335895763065,0.0076744099411,2.2217285188528004,,
Antigua and Barbuda,ATG,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9490831405409236,32.5438288133049,,2.2326368133191115,,
Argentina,ARG,1990,6732,105631,7383,11292,4925,17025,6138,99,52475,1427,773,9,1276,1960,610,436,1566,4578,470,8843,943,0,1183,94,1634,3295,,772.8805126559141,8207.230968927439,1.41423053874,1032.2991807165615,56,1
Argentina,ARG,1991,6969,104778,7443,11554,4911,17347,6078,102,53157,1480,779,9,1268,1982,706,445,1506,4670,455,8546,986,0,1119,97,1638,3417,,758.898809443148,8468.648078194943,1.40497323701,998.2986269450671,59,1
Argentina,ARG,1992,7212,104387,7536,11959,4913,17742,6053,106,53868,1535,788,8,1259,2026,943,458,1448,4811,443,8214,1021,47,1044,101,1642,3579,,743.3015400286791,8872.556419996175,1.40286885751,962.7977197607753,37,33
Argentina,ARG,1993,7484,103388,7584,12363,4877,18130,6027,110,54540,1595,793,8,1231,2067,1063,471,1396,4973,428,7848,1042,0,1006,103,1630,3719,,749.5330624311139,9296.629035394675,1.39823489694,924.5048262356785,,
Argentina,ARG,1994,7761,101699,7616,12758,4919,18443,6007,122,55485,1657,790,8,1214,2126,1387,483,1330,5155,399,7367,1080,0,921,106,1606,3887,,719.9046688211785,9710.894416343312,1.40325085536,902.1006316823972,0,86
Argentina,ARG,1995,8084,102306,7799,13693,5075,19023,6048,133,56674,1731,795,7,1170,2142,1679,500,1293,5192,403,7078,1099,0,896,109,1640,4022,,726.5846545657577,10724.751892702941,1.40334403115,948.4372632314835,0,0
Argentina,ARG,1996,8398,101967,7903,14392,5231,19257,6046,147,57728,1797,804,7,1160,2176,1902,518,1229,5280,414,6980,1091,0,866,112,1672,4157,,737.2984501449623,11846.725897997372,1.38936458357,1017.5812038806871,0,1
Argentina,ARG,1997,8736,101518,7885,15358,5526,19314,5925,162,58450,1868,809,7,1134,2188,2016,549,1148,5423,397,6992,1074,44,871,115,1734,4286,,644.3564763123379,13324.86454771584,1.3736332058,1143.7555473515258,0,3
Argentina,ARG,1998,9095,102291,8136,16230,5681,20008,5906,177,59332,1945,809,6,1114,2203,1861,537,1077,5567,398,6867,1006,44,835,115,1781,4357,,653.093877306871,14925.450822342986,1.35759568084,1267.7960960033781,,
Argentina,ARG,1999,9452,103104,8348,16752,5757,20691,5975,183,60118,2021,821,6,1098,2267,1683,551,1016,5583,412,6606,952,0,804,116,1791,4436,,632.7410190751413,16458.542812707823,1.34643055318,1339.3876861618376,0,0
Argentina,ARG,2000,9782,102718,8559,16867,5799,21176,6056,194,60963,2094,812,6,1072,2350,1688,554,958,5548,384,6298,886,0,765,118,1784,4515,,613.3301257656724,17120.87932532011,1.33455262544,1346.7790438225793,,
Argentina,ARG,2001,10112,102894,8766,17259,5895,21610,6159,189,61688,2098,812,6,1064,2393,1685,576,920,5565,401,6063,844,0,750,115,1795,4603,,600.7763684859128,18532.87128037276,1.31890387203,1390.3775822964162,0,0
Argentina,ARG,2002,10436,103809,9066,17594,5986,22112,6283,186,62716,2100,821,5,1031,2418,1762,596,911,5556,424,5921,805,0,750,115,1868,4617,,610.990858679621,19950.52697012167,1.29875359545,1488.8564765747992,,
Argentina,ARG,2003,10826,104887,9304,18092,6103,22718,6433,187,63883,2112,825,5,983,2321,1818,610,872,5587,409,5698,801,0,729,114,1855,4530,,609.906564491577,21537.318102525132,1.2811328212,1481.5175154000808,0,0
Argentina,ARG,2004,11192,104462,9389,18164,6126,22955,6512,186,64552,2115,832,5,934,2232,1693,631,841,5644,406,5428,776,0,695,114,1775,4444,,578.339234126045,22088.9038867528,1.25990961314,1358.3657331796462,,
Argentina,ARG,2005,11558,104136,9488,18327,6243,23134,6607,184,65175,2116,841,4,915,2202,1562,649,812,5788,402,5137,772,0,680,116,1686,4466,,556.2060328437551,22723.05431495105,1.25162649092,1243.706196781909,0,0
Argentina,ARG,2006,11896,104532,9633,18515,6415,23363,6695,176,65784,2172,848,4,899,2227,1624,667,789,5963,416,4889,770,0,677,114,1617,4491,,549.047941668033,23753.29743541308,1.25377393424,1183.945912778961,,
Argentina,ARG,2007,12266,106869,9940,19253,6658,24052,6827,171,66852,2233,864,4,882,2210,1625,700,774,6090,420,4726,785,0,674,117,1586,4557,,556.9038503594462,25400.629262150618,1.2585170827,1182.577306983279,,
Argentina,ARG,2008,12578,106601,9962,19218,6753,24037,6900,163,67192,2283,858,4,855,2282,1609,707,744,6199,425,4616,773,0,677,112,1522,4607,,548.5845064158821,25443.47455891367,1.25601919967,1101.6463394491677,,
Argentina,ARG,2009,12927,107083,10109,19336,6847,24334,6972,156,67772,2339,852,4,827,2326,1619,719,724,6261,457,4537,757,0,685,109,1485,4638,,542.8979161762614,26617.890786781776,1.26171560139,1067.6562844663817,0,0
Argentina,ARG,2010,13312,108207,10248,19678,6943,24708,7053,148,68267,2400,854,3,814,2389,1545,738,710,6350,433,4436,729,0,695,108,1453,4646,,533.3958784522728,27631.124385507792,1.26106876843,1038.19811924914,0,0
Argentina,ARG,2011,13697,108651,10330,19834,7062,24978,7154,143,68729,2465,855,3,789,2455,1472,758,706,6436,417,4300,713,0,699,107,1410,4700,,522.7172966463414,28531.284665372095,1.24443496193,1006.7742807099279,0,0
Argentina,ARG,2012,14095,109134,10508,19857,7216,25355,7260,139,69548,2534,851,3,786,2541,1615,775,694,6559,399,4148,702,0,702,106,1383,4803,,515.3911231025647,29258.998763911855,1.23321328827,976.4681604789654,0,0
Argentina,ARG,2013,14414,109048,10641,19663,7324,25645,7380,136,70282,2595,842,3,778,2628,1631,798,690,6721,388,4035,694,61,705,106,1348,4917,,511.20536957761425,30357.485213650816,1.2216404375,959.3640425288718,0,0
